conv_id,text,predicted_intent,confidence,intent_id
915,@12026 chimney bought from @115850 on September 1st no installation or any visit by engineer @AmazonHelp https://t.co/LTXSJ2ZK9T,delivery_problem,80.0,2
916,Is @115850  related to these? It has got quite famous in whatsapp nowadays https://t.co/ls1H2r3coT,other,50.0,
917,@115850 How about surprising me with a firestick this deepawali ?,general_feedback_or_praise,60.0,
918,@AmazonHelp wow thanks👍 https://t.co/hmaOkYO1s8,general_feedback_or_praise,70.0,
919,"@115830 why did my ORDER # 204-0443783-1793131 say shipping 4 oct, now has gone dispatching soon?",order_status,75.0,1
920,@AmazonHelp I ordered a brand new textbook from you guys and it didn’t come with an access code.,product_defect,85.0,6
921,@116439 does the devices work in Canada? Why can't we get them here?,other,50.0,
922,"@AmazonHelp Bengali, world's six most spoken lang.
Many bengali books translated to other lang are available. But less Bengali Books. WHY??",other,50.0,
923,"@AmazonHelp Não é possível assistir NFL pelo APP Amazon Prime no PlayStation 4?
Can not watch NFL by Amazon Prime APP on PlayStation 4?",digital_content,70.0,
924,Explain how receiving an order next Friday is two day shipping if I ordered it today? @115821,order_status,80.0,1
925,"Complaint addressed satisfactorily by @115850.. However, quality control by merchant partners needs to be addressed adequately by company",general_feedback_or_praise,60.0,
926,@115850 what is benefit of purchasing prime membership when orders dont get delivered on time? Order # 171-8402846-5978766,subscription_membership,70.0,
927,Hey @115830 please pay my seller funds which has been held for over 115 days! __email__ https://t.co/b1mW0WYik7,other,50.0,
928,🙄 Why can't I buy the kindle version of Hunger @115821?,digital_content,70.0,
929,@115850 payment sucks. Shopped 4 3K #amazon charged card 6.5K then cancelled order as failed payment @3021 say #amazon claimed amt,billing_or_payment,85.0,5
930,@115821 @AmazonHelp @115850 @115830 Usd 10.99 were charged on my credit card. (2/2),billing_or_payment,80.0,5
931,When @AmazonHelp says they’ll replace your lost parcel at no extra cost yet you still get a £1 charge from them... 🤔,billing_or_payment,75.0,5
932,@AmazonHelp didn't receive the product yet,delivery_problem,90.0,2
933,Why can't @115821 tell me before I place a Prime order — instead of right after — that it's an item that will take more than 2 days to ship?,order_status,85.0,1
934,"@115850 need small assistance, added 1k in amazon pay but still not reflecting in account. Pls help",account_access,75.0,7
935,"@AmazonHelp hi, I’ve just received an email to say I’ve renewed my prime. Never had it. Is this spam? Please help",account_access,85.0,7
936,@118919 you guys are the best when it comes to fast delivery even to remote areas. Love your prime services.,general_feedback_or_praise,80.0,11
937,"worst service by amazon. if u don't have PC you not able to get invoice of ur purchase wow.
order: 4__credit_card__ @115821 @AmazonHelp",account_access,90.0,7
938,What is going on with @115833 voice recognition? It's gotten 1 of the last 8 shopping list items right. One!,app_or_site_technical,75.0,8
939,"Why is @115850 failing in its next day delivery promise for prime members every single time.
#NotCool
CC : @118702",delivery_problem,90.0,2
940,@AmazonHelp I need help restoring an account? Trying to change an email address and it says it’s already in use,account_access,75.0,7
941,when is my album going to be shipped amazon i'm waiting,order_status,80.0,1
942,I didn't expect a parcel I ordered to be already opened @115830 @126705. Smh. How do I contact you and leave formal feedback?,delivery_problem,85.0,2
943,"@AmazonHelp I have been busy and UNABLE to answer all these calls, when I have answered I’ve been hung up on? What’s it for!? https://t.co/MnE7x9kJEY",account_access,85.0,7
944,"Email: __email__
Multiple times account put on hold.
Give some reasons and unblock my account ASAP. #pathetic @115850 @115821 https://t.co/JLxEYvV4ex",account_access,90.0,7
945,@115821 I will never be in in the day as I work so stop delivering next day and leave with a neighbour #isitthathard,delivery_problem,75.0,2
946,@115850  Suddenly my address is giving an error. there's also something wrong with your CC no keeps disconnecting,app_or_site_technical,65.0,
947,I hav ord items on @115850 on25 Sept..It is still not delivered. No callnorefund.I had to call to get the refund.Hw they claim to be no1?,delivery_problem,90.0,2
948,"@120543 
It is lying in post office since two days still not delivered.
@115850 @115821 https://t.co/amOvAf9tXM",delivery_problem,85.0,2
949,"""Please be rest assured you will receive your beta code today without any issues"" @115821 sent an invalid code ffs #StarWarsBattlefrontII",other,60.0,
950,@AmazonHelp I have no idea how to remove stuff from my cart before checkout.  wtf is this so hard??,app_or_site_technical,70.0,
951,"@115850  ordered a one plus5, logged into prime video after getting prime membership, but 250 rs has not been credited to my account.",billing_or_payment,75.0,5
952,"@AmazonHelp hi, when will you list the Intel i7-8700k on the UK site? It’s supposed to release today.",general_feedback_or_praise,50.0,
953,@AmazonHelp @116090 my package is in transit since Oct. 3 and was supposed to arrive yesterday. hasn’t been delivered. What’s going on?,delivery_problem,90.0,2
954,.@115821 explain why im paying for 2-day shipping with prime but its oct. 5 &amp; my order is telling me 2-day shipping will arrive in FIVE days https://t.co/mJKBYE3kLT,delivery_problem,85.0,2
955,@115850 please let me know can i get my order tomorrow...order no 219135252233,order_status,80.0,1
956,honestly im sitting here with an @115821 cart wherein i cannot take shit out of it  wtf????????????????,app_or_site_technical,70.0,
957,@115850 No one comes to pick books at scheduled time. No notification or info either. Please check.,delivery_problem,80.0,2
958,"@AmazonHelp For canceled order no. 407-2567762-72512504, But customer care deny for refund before 4-5 days in place of 24 days commitment.",refund_or_return,85.0,3
959,@115851 @115850 can I use two gift card for a single order??😁,billing_or_payment,60.0,
960,"Yo, @115830 - thanks for sending my Art of Rick and Morty book with a lovely dent in the spine. Great work. 👌 https://t.co/AN9coFIT5k",product_defect,75.0,6
961,Delayed Delivery even though when the product was to arrive yesterday #amazonstrikesback #Amazon @AmazonHelp @115850,delivery_problem,85.0,2
962,"Hey @115830, how's the eco packaging going? https://t.co/jse5xndHEg",general_feedback_or_praise,50.0,
963,Just Finished watching Seinfeld on @119625 .Thank you Amazon for bringing such a wonderful sitcom on Amazon :-),general_feedback_or_praise,60.0,
964,"@115821 @AmazonHelp @115850 you guys are very shit of service company, won't even delivery a small product on time.",general_feedback_or_praise,75.0,11
965,My order no 405-1802560-1066729 of 5081/- divided in 2parts charged 60/- for delivery &amp; disqualified from 1200/- ICICI cashback @AmazonHelp,billing_or_payment,80.0,5
966,@115850 What's your problem ? https://t.co/iWyKCgdppU,other,40.0,
967,order no 405-1802560-1066729 of 5081/- divided in 2parts charged 60/- for delivery &amp; disqualified from 1200/- ICICI cashback @115850 cheat,billing_or_payment,80.0,5
968,Hey @AmazonHelp wtf am I supposed to do when I ordered a sheet of copper and u guys sent me a backpack I didn't order instead???? 😐 https://t.co/628mPRosVs,product_defect,90.0,6
969,@115850 when will be Alexa app available on apple app store india?,app_or_site_technical,60.0,
970,"Thanks for ruining my excitement to buy One+5@amazonIN. The delivery executive made 2 wrong remarks within the same day and I did not get my 33000 worth of prepaid shipment. PFA screenshot, could the address be any more complete? what's wrong with 9954374782? Shitty Experience! https://t.co/5gAEVr9jUa",delivery_problem,90.0,2
971,@115850 this is true r fake https://t.co/fCLLTbDQmp,other,30.0,
972,Since @115850 adds GST in the invoice there should be a provision to add buyers GSTIN in the invoice as well. Please suggest solutions.,other,50.0,
973,"Amazon Logistics (AMZL) is a joke.. says my shipment is now ""undeliverable"" they should stick with UPS and FedEx
@AmazonHelp @115821",delivery_problem,85.0,2
974,"@115850 @118702 a fervent appeal, pls have a pickup pt in all areas for discarded packaging  so that u can recycle it. RWAs can help🙏",general_feedback_or_praise,50.0,
975,Bad experience after 2 years of  #AmazonIndia &amp; that 2 #prime member. Got wrong product delivery. @115850 @AmazonHelp ..Trust cm 2 an end.,product_defect,85.0,6
976,I wish @115830 you could give like a rough 1 or 2 hour delivery estimate so that I can get a shower and not miss my stuff.,app_or_site_technical,70.0,
977,@AmazonHelp hello. My amazon account has been hacked and I can’t get into it. Would you be able to lock my account?,account_access,90.0,7
978,"Why do you even bother to take preorders, @115821? Ordered on the 20/09, released on 05/10, delivers 10/10... WHY?! @158493 😭 https://t.co/l8PWvW3KHp",order_status,70.0,
979,@173744 I wish I got a reminder about £39 being taken out of my account nearly cried when I saw it 😢😅 #Poor,billing_or_payment,75.0,5
980,@116090 what do I do when my prime package doesn’t show up on time?,order_status,80.0,1
981,"@AmazonHelp Order no.- 402-6901368-2426723 , expected delivery date was 5th Oct but at last day also, I didn't receive my order.",order_status,90.0,1
982,"Aqua guard @115850 purchase from you informed the helpline for install on 26/9/2017, request number 0100653973 at 12.20 pm. Not yet done.",delivery_problem,85.0,2
983,"@AmazonHelp  added Rs.1962 to paybalance, money deducted twice, been more than one hour money still not added. Still showing message to wait https://t.co/r8o1e8CjyM",billing_or_payment,85.0,5
984,@82369 In case a GST invoice is being issued a consumer has the right to ask for inclusion of their GSTIN so I asked @115850 for clarification,other,40.0,
985,Yo @AmazonHelp this your idea of a joke? https://t.co/pJfuCCMi8M,general_feedback_or_praise,70.0,
986,"@115850 Return pick is not as per date schedule.
Unsatisfied with Amazon service.pin394601 __email__",delivery_problem,80.0,2
987,terrible customer service @115821 cant get through to UK CS. manilla CS dont have a clue. 3hrs wasted on phone. will never use amazon again.,general_feedback_or_praise,75.0,11
988,"@AmazonHelp
I have raised a complain against a seller named-APJ Retails.He cheated by giving a fake tracking no.23 sept was delivery date1/2",delivery_problem,80.0,2
989,Hey @119625 .. You could do better with the subtitles.. It's incomplete and asynchronous for many videos!,digital_content,70.0,
990,"@AmazonHelp 
Also I have raised a refund request for my order with id    171-6797570-3772355.And plz take strict action against seller.
2/2",refund_or_return,80.0,3
991,@115830 my account has been stolen so got an email saying my email had been changed but I haven’t changed it,account_access,90.0,7
992,@AmazonHelp  : Got a mail from amazon stating i will not be able to add money to my amazon account pay balance. please check and resolve.,billing_or_payment,85.0,5
993,@115850 Do not Buy from Amazon during sale my refund still not done they are not interested in customer experience They are fooling public,refund_or_return,80.0,3
994,@115850 I had placed an order for an iPad yesterday with an assurance of guaranteed delivery today but I haven't yet received the order. #unprimeservice #unreliable #fraudulent,delivery_problem,90.0,2
995,I love Amazon we-tried-to-deliver-your-package-jokes-our-delivery-man-said-that-to-get-out-of-trouble-not-because-you-weren’t-in Prime,general_feedback_or_praise,60.0,
996,"@115850 pepper spray bottle I ordered from you is defective. Don't even want to try fixing it,with fear of harming myself or someone else.",product_defect,90.0,6
997,Contacted 5 times still @115850 couldn't deliver product. Will ask to buy product and prime but won't deliver. Order #406-7074021-0657907 https://t.co/1k0eHQTzAN,delivery_problem,90.0,2
998,"@115850 when will you bring the audible services to India
@AmazonHelp @115821",general_feedback_or_praise,50.0,
999,@115850 the biggest bazaar of second hand and faltu seller  and #Flipkart @118702,other,40.0,
1000,@115850 haven't received the product yet. It's been more than 15 days https://t.co/kK5OIBRAbR,delivery_problem,85.0,2
1001,@115850 Have several questions. I've G5S Plus in my cart. First tell me whether this thing have FM radio built-in? Hurry some more 2 ask!,other,50.0,
1002,@115850 today delivery boy took picture with small parcel rather than taking my sign &amp; also i received Delivered message 5hrs late :/,delivery_problem,90.0,2
1003,@115830 glad my extension pole arrived in good nick but you might be going a bit overboard on the old packaging. https://t.co/uzAa5FuVAM,general_feedback_or_praise,80.0,11
1004,*Pays for a prime membership just to get shipping dates that are 10 days out* ....I'm mad at y'all @115821,general_feedback_or_praise,75.0,11
1005,@AmazonHelp my bed ws supposed to reach on 6thSep..no trace till date as well no reply of my mails from supplier and Amazon. Pls resolve https://t.co/WD2h4A7r0I,order_status,85.0,1
1006,@AmazonHelp Not getting support instead of many reminders 9873930121,other,50.0,
1007,@AmazonHelp fuck! Can you guys have the decency to call? Give me my money back you shits. #Panic #ecommerce #Theft,refund_or_return,90.0,3
1008,I purchased 10.or mobile at Amazon india. It's poor quality. They are not refunding citing policies. Please help @115851 https://t.co/LUf73Cu0lr,refund_or_return,85.0,3
1009,Why I am getting error 5505 on my @128308 plz help resolve the issue @AmazonHelp,app_or_site_technical,80.0,8
1010,"@115830  Order # 203-4347016-8002734 shows as failed delivery and the business being shut when I've been sat in it all day, isn't on.",delivery_problem,90.0,2
1011,"@AmazonHelp I have a motherboard that's not opened, is there anyway I can return it for a newer product and pay the difference?",refund_or_return,85.0,3
1012,"Yo @AmazonHelp, I pre-ordered the @13173 book and all I'm getting is this...Thought it would have been shipped for release date!? https://t.co/VxBK8E7c0s",order_status,80.0,1
1013,I now sent 2 emails to __email__ because I don't have a Uni email.never got a reply @115830 what's going on,other,50.0,
1014,@12877 thanks for the offer of assistance in locating something you advertised on FB and never getting back to me. Poor cust svc!!,general_feedback_or_praise,75.0,11
1015,@115850 my order is eligible for free delivery but still I am not able to do so! https://t.co/a8ZVP0cfL4,app_or_site_technical,80.0,8
1016,"@115850 2nd time my delivery attempted. Whole day they cudnt come, come when it rains n say we attempted delivery. Amazon losing sheen",delivery_problem,90.0,2
1017,"Thank you, @12876 &amp; @117634 !!

I've JUST signed up for my FREE trial,
and I PLAN to keep it going after the 30 days!
#comics 

😇",subscription_membership,85.0,10
1018,@115850  i have just become the prime member but i think i have do the big mistake. Y? I was looking to purchase the shoes on amazon.(1),subscription_membership,75.0,10
1019,"@AmazonHelp 1970s delivery service from amazon! 
*Can’t give time of delivery.
*Cant change to a new delivery address. 
Utter crap!",delivery_problem,95.0,2
1020,"one of the worst return and refund experiences on amazon, 40 days and issue still not resolved @115850",refund_or_return,90.0,3
1021,Oi @115830 where mi @132976 book. I’ve been waiting all day ☹️,order_status,80.0,1
1022,"Dear @119625 , Not a single subtitle works on the PC. Had complained earlier &amp; it worked for a few days. Pl help.",digital_content,85.0,9
1023,@128308 @115850 @AmazonHelp just plugged in. What's the deal with this? My net is working perfectly fine. https://t.co/TxRoqJcSSV,app_or_site_technical,80.0,8
1024,@115850 I purchased Nokia 6 from amazon order #408-4016399-0973128. Now when I wanted to return it the CC not giving me proper response.,refund_or_return,85.0,3
1025,Hey @115850 are you intentionally moving all grocery items to Pantry to block free shipping for Prime customers?,app_or_site_technical,70.0,
1026,Seriously @115821 3rd time this SAME driver dropping boxes. Can hear the metal in box clank as he drops. You still do NOTHING about him?! 😠 https://t.co/DXqOF2mEYK,delivery_problem,90.0,2
1027,@115830 how can I stop things being sent to me by amazon logistics? Next day delivery means next evening delivery for me every time.,other,50.0,
1028,@AmazonHelp my girlfriend was expecting a parcel. What is she supposed to do with this? https://t.co/xpu7tOcbz1,delivery_problem,90.0,2
1029,"@AmazonHelp  bunch of useless. I was waiting delivery 4 today, been all day at home and I had an email saying delivery attempted no1 at home",delivery_problem,90.0,2
1030,@116935 So the app on ios11 forgets my active (paused) music if it’s only been on in the background. Is there a setting I can change?,app_or_site_technical,80.0,8
1031,"@115850 discount coupon on Kindle received by email from amazon is showing as expired, though the coupon is valid till march 2018 plz help",app_or_site_technical,85.0,8
1032,Hey @115821 your sellers are getting pretty aggressive with their emails to review their products. #harassment,general_feedback_or_praise,75.0,11
1033,@AmazonHelp pre ordered star wars battlefront 2 yesterday and a beta code rang them said it would be 24 hrs it has been no code,digital_content,85.0,9
1034,I can't return what I don't have. Will you give me the money back? Will you call? Will you respond? @AmazonHelp #disappointed https://t.co/zO8UEbYp18,refund_or_return,90.0,3
1035,@115821 why your overseas customer service is rude af?,other,50.0,
1036,@115830 what glorious excuse do you have for late delivery this time? The EU affecting your shipping costs? 😡,delivery_problem,95.0,2
1037,🙄Will @117795  ever be 2 day shipping again? #Amazon,general_feedback_or_praise,70.0,
1038,"Hey @174957 @115850 Will the Nokia 6 Blue variant be available for sale anytime soon on the site? If so, when?",other,50.0,
1039,@AmazonHelp hi. Im trying to use my amazon firestick&amp;its not working. Says theres network problems. But i tested the connection&amp;its strong,app_or_site_technical,90.0,8
1040,@115850 please check what is the issue you have with amex cards. https://t.co/TChFcZizfC,billing_or_payment,80.0,5
1041,"@AmazonHelp before I knock on my neighbour, which is it amazon? A note to correct the previous card would of been ideal... simple things. https://t.co/6KkcIA5WDD",delivery_problem,80.0,2
1042,"@AmazonHelp still waiting for a parcel to arrive, what time do you deliver till?",order_status,85.0,1
1043,"@115850 frnd had ordered iPhone7 ""order #403-1045421-2839535"" but rcvd empty package. highly disappointing service 😡",delivery_problem,90.0,2
1044,@115850 thanks amazon givin g this by ref.of the order why are trust with safe shopping with u??? https://t.co/nzqAj6peq2,general_feedback_or_praise,75.0,11
1045,@115821  @AmazonHelp where do I send an email regarding a textbook rental that was sent to me with extensive damage?,other,50.0,
1046,"@115850 order 4075652688.4005160  u cancel payment ws made by NRE account,post a cheque to address  SOORADA GOPAL KUMAR  TEL NO 8422990099",billing_or_payment,75.0,5
1047,Must remember not to order more than one book from @115830 at a time… EVERY time I do at least one of the books arrive damaged https://t.co/5rqe9pnu84,product_defect,85.0,6
1048,"those days where you click on add to basket on amazon, you dont buy anything yet they still take £9 out of your account. cheers @AmazonHelp",billing_or_payment,85.0,5
1049,Hey @115821 @115850 I really needed some assistance here. What is this? Why am I blocked? https://t.co/H0qatmrfoK,account_access,80.0,7
1050,"@115850 At  last , today i.e 5/10/2017 afternoon at 1:50:46 pm the order no.  4__credit_card__ was delivered against payment of Rs 999/",order_status,85.0,1
1051,"Fuck you @115850 , when I was looted by your seller by sending a defected laptop and refusing to send me a new product by saying 1/n",product_defect,85.0,6
1052,@119625 hey when are you releasing arjunreddy telugu movie,general_feedback_or_praise,60.0,
1053,"@AmazonHelp @119356 the customer cr nmbr is useless.no option to talk to cstmr cr executv.
i hv smthng vry impt to ask,ths hlpline is usels",app_or_site_technical,70.0,
1054,"@119625 I am new 2 prime video but no stranger to streaming services. Why, when I watch tv series does it not start were i left off?",digital_content,75.0,9
1055,"@AmazonHelp is this the official disney / John Williams ost for pre-order

Star Wars: The Last Jedi https://t.co/cOGLLVsCuS",general_feedback_or_praise,60.0,
1056,@115850 @115851 I was said in a query tht 25%cashback would be given for 1st time add money user but my bro added he got 15% only https://t.co/NkvehFFB7N,billing_or_payment,70.0,
1057,"@115850 
Will  you please take care to refund my Rs 100/- unethically charged for shipment .",refund_or_return,85.0,3
1058,"@AmazonHelp why more than once has a ""next day"" prime order come a day later than told me at time of order? I would have bought elsewhere",delivery_problem,80.0,2
1059,"@115830 I just received an email saying my package will be late, but I received it on tuesday ??",delivery_problem,75.0,2
1060,"Hi @115850, I've rcvd broken jam bottle in order#402-9826918-9096335 bcz of inappropriate packaging. The box was crushed. https://t.co/ZR0rWTLGAo",product_defect,90.0,6
1061,"@AmazonHelp Thanks, please share that.",general_feedback_or_praise,50.0,
1062,"@115850 
When my product Return and Refund me.
Last 10 day I'm waiting ur person come to defect product collect.
Why delay this ?Shameless",refund_or_return,90.0,3
1063,"@AmazonHelp 
&amp; Fake update
The courier was unable to contact the recipient to arrange delivery. Please contact Amazon.
Mumbai, IN",delivery_problem,80.0,2
1064,Is it too much to ask to actually get a next day delivery the following day? Thanks for nothing @115821,delivery_problem,75.0,2
1065,Hey @115830 how do I NOT use Alexa Calling? I've no idea why you want my mum to have access to my contacts/calls but I'd rather she didn't,app_or_site_technical,70.0,
1066,"@115833 &amp; @115821, I have the #AmazonEcho, but how am I supposed to use it here in #Ireland on #iOS??? https://t.co/d4ZB0yG604",app_or_site_technical,75.0,8
1067,"@AmazonHelp I ordered an item on Prime Tuesday and it was due for delivery today, now I have an email advising a delay. Can you tell me why?",order_status,80.0,1
1068,@AmazonHelp I paid for delivery of packages for today. The delivery is marked as delivered but only half is there.,delivery_problem,85.0,2
1069,Anyone got any spare #StarWarsBattlefrontIIBETA codes?,other,50.0,
1070,So here's @115821's policy: they will tell you they delivered your package before it's even delivered and then it won't ever show up. FUUUN.,delivery_problem,85.0,2
1071,@115833 how come the Alexa app doesn’t recognise my mobile number when I try and register it for messaging? Is there a bug?,app_or_site_technical,75.0,8
1072,@115850 unable to load Amazon pay balance through bank of Maharashtra debit card,billing_or_payment,75.0,5
1073,@AmazonHelp Is the Echo Dot being released in India the second gen edition?,product_defect,60.0,
1074,"@115830 thank you for failing to deliver my second order in a row, both meant to be Prime  / Next day.  I officially hate Amazon.",delivery_problem,90.0,2
1075,@115850 I ordered SanDisk 32GB on 4th October 2017 Order No (407-3595273-8505936) they delayed my ordered No Home visit and order delayed.,order_status,85.0,1
1076,"@115850 bought a headphone two days back, now the price has come down due to Citi Bank credit card, is there a I can get the discount?",billing_or_payment,70.0,
1077,@AmazonHelp I can’t seem to place any order. Every time I try this is the error that pops. Please help. https://t.co/4wbe6WYUQx,app_or_site_technical,80.0,8
1078,"how about a warning system to avoid this, @AmazonHelp? #Kindle https://t.co/D3VV4Fx9Nq",app_or_site_technical,70.0,
1079,"Hey @115821, I'm waiting on that refund... thanks 😇",refund_or_return,75.0,3
1080,"Thanks @115821 for ""The Halloween Shop"" because I didn't already have a problem with Halloween decor! 😂😂😂 #ThanksAmazon https://t.co/mG354d4tw1",general_feedback_or_praise,60.0,
1081,@115821 good job this wasn’t a gift! No packaging at all! https://t.co/PiuAbi1tN2,delivery_problem,80.0,2
1082,"@AmazonHelp Already submitted refund request, but you need to see this. Ordered 2, only got 1. Pls tell packing dept to do better. https://t.co/MOiJP3QAov",refund_or_return,90.0,3
1083,"@115830 shit delivery people not bothering to even knock or ring the doorbell &amp; shit customer service who provide no help, well done 🙃",delivery_problem,85.0,2
1084,hi @115850 payment issues..reg no is __email__..plz do reach me latest by tomrw https://t.co/CITv9pzCzt,billing_or_payment,80.0,5
1085,@118919  folks looks like u famed delivery model is showing sign of cracking... last 4 order returned back ... that too for noida !!,delivery_problem,75.0,2
1086,@115850 #poorservice #primeNOprime ......,general_feedback_or_praise,70.0,
1087,@115850 Why My return pickup is still pending when it was scheduled for 3rd Oct? https://t.co/bKJXagb3fi,refund_or_return,80.0,3
1088,What app do I down load to import contacts for use in Alexa please @AmazonHelp,app_or_site_technical,70.0,
1089,@AmazonHelp can you please answer my dm ASAP please,other,50.0,
1090,"So @121284 is finally coming to India. Awesome !! Alexa, what do I need to do to get an invite to this ?",general_feedback_or_praise,60.0,
1091,@115850 you are not able to deliver any product on time in the last 30 days! I have still products in wait which were ordered last month!,delivery_problem,85.0,2
1092,@115830 all I am due a package today according to my order but the delivery company have got this down to deliver tomorrow? #confused,order_status,75.0,1
1093,It’s shameful that u don’t consider Noida in India as a major town .. @115821 @AmazonHelp @115850 https://t.co/ld6BVPmqGV,general_feedback_or_praise,65.0,
1094,Hey @115850 till when is your exchange offer on electronics on till?,general_feedback_or_praise,60.0,
1095,@119625 a suggestion. It's difficult to browse this format https://t.co/We2P6Usvg7,general_feedback_or_praise,60.0,
1096,@115850 can’t believe amazon rejects negative delivery reviews .. only positive https://t.co/cAtfCb4fkp,general_feedback_or_praise,75.0,11
1097,Hi @115830. I'm pretty sure today is Thursday and Pennywise has still not arrived https://t.co/94xjBE3Oid,order_status,80.0,1
1098,"Hey @115850 : 30% discount on Echo Dot is over &amp; above Rs 4,499 intro price or all inclusive?",general_feedback_or_praise,70.0,
1099,@115850 just bought a levis 511 slimfit jeans from amazon.need to cut length.pls suggest where.,other,50.0,
1100,@115850 outdated payments in Amazon India. No UPI. Very sad. So many payment failures.@115851,billing_or_payment,80.0,5
1101,@AmazonHelp Amazon does not have any customer care at all. My complaint is still unresolved even after 5 days.,general_feedback_or_praise,70.0,
1102,@AmazonHelp why do u use @118706  2 deliver when their drivers don't have decency to ring the customer's bell &amp; leave note b/c its large pack?,delivery_problem,85.0,2
1103,Pathetic customer service of @115850  ..all they give is robotic replies....with no focus on solving actual problem... gives no solution,general_feedback_or_praise,75.0,11
1104,@AmazonHelp Our Alexa starts talking without being asked. Could it be faulty? It's certainly a bit spooky.,product_defect,80.0,6
1105,@AmazonHelp where is ur delivery guy.. waiting for pick up from past 15 days?,order_status,70.0,
1106,"@AmazonHelp I am not able to access https://t.co/6l9mH9cUI4. I keep getting the ""Sorry! Something went wrong!"" page with various dogs.",app_or_site_technical,85.0,8
1107,"Dear @115850  , worst delivery system. After paying 100 rs more for Prime too, Couldn't receive my order in the given time.",delivery_problem,90.0,2
1108,"@115850  i despondent whn ur srvce can't reach at manipur, whch is also integral part of india,pls do needfl🙏",other,60.0,
1109,"@AmazonHelp you guys so sick... you still asking me to connect????.. no issue , I have already mailed to jeff.",general_feedback_or_praise,65.0,
1110,"@AmazonHelp hi, how much is the amazon music unlimited for echo subscription? Your site doesn't say

https://t.co/5BS3KaTuqv",subscription_membership,70.0,
1111,"@115850 delivery guy calls at 10.45 pm to check if he can deliver at my ofc! Surprised to get yes as answer, gave an excuse for being far!",delivery_problem,80.0,2
1112,@AmazonHelp So Echo is coming to India. Any idea when the app will be available on the App Store?,digital_content,75.0,9
1113,@115821 same day shipping did not happen yesterday. Ordered a must need Blu phone. Got message after sameday confirmation no go. 3 more days,delivery_problem,85.0,2
1114,"12"" x 12"" x 18"" box wrapped in plastic, filled w/foam peanuts, bubble wrapped. 2 coffee cups. @115821 #fail https://t.co/4M0Sbo7atG",product_defect,70.0,
1115,"@115821 Your ""Chat"" representatives are disgraceful!",general_feedback_or_praise,75.0,11
1116,@115850 Hi I am trying to upload JPEG file for my photo id proof. The upload is not going through I select a JPEG file to upload it is just showing the spinner gif indicating it is uploading but upload is not going through at all,app_or_site_technical,80.0,8
1117,"@115850 any problem at Hyderabad, Telangana courier facility??",other,60.0,
1118,@AmazonHelp So not only has the parcel due yesterday still not turned up but my parcel due today hasn't either. Seriously pissed off😡😡😡😡😡,delivery_problem,90.0,2
1119,@115830 we had our parcel picked up today but haven't received any confirmation? When will we?,order_status,75.0,1
1120,@115850. Amazon can you please help me with some discount coupons?,other,50.0,
1121,@115821 #Amazon why did CSR rep MAX get agitated when questioned about discrepancies re:shipping count down clock? Earning xtra$on shipping?,general_feedback_or_praise,70.0,
1122,"My kindle fire won’t turn on! It was working yesterday! Already plugged in for more than 30mins, and did hard reset. Still no luck 💔 #amazon",product_defect,85.0,6
1123,@115821 @AmazonHelp is this what I pay for in delivery and shipping? My packages to be tossed at my door? https://t.co/B86etPsqRZ,delivery_problem,90.0,2
1124,"@115830 Just had a delivery attempted email. 1) I am in, next to the door 2) it will fit through the letterbox. Your driver didn’t come!",delivery_problem,90.0,2
1125,".@116316 is taking a week to ship the new #HarryPotterIllustrated to me, even though it’s already available in book shops? WHY 😫",order_status,65.0,
1126,@115850  is this true ???? https://t.co/nrDZOTGqAd,other,50.0,
1127,"So @115850 is taking a month's time to deliver its Echo smarts. All said, that 30% discount is too good an offer to be overlooked 🙈🙈🙈 https://t.co/P18uCNatk8",order_status,70.0,
1128,"@AmazonHelp Hi, logged on to firestick, can I also log on to mobile app at same time? Get this error msg https://t.co/qZE0dIVqQi",app_or_site_technical,80.0,8
1129,"2/2
Smart move: always underpromises and over delivers.
A shipment promised on 7th got delivered today.
@115850 provides ideal service",general_feedback_or_praise,75.0,11
1130,@AmazonHelp Thanks! The issue is resolved. I was able to place my order.,general_feedback_or_praise,80.0,11
1131,"@AmazonHelp I've been trying for the past few days to reinstate my prime membership, but it's still telling me there's an error. Help?",subscription_membership,80.0,10
1132,@115850 100% Cashback and iPhone8 offer on recharge is App only offer or website offer also,other,50.0,
1133,"@115821 
Hi this is Rakesh and feeling very bad with Amazon service 
They deliver me vacant box and treated me as fraud
Rakesh
9999213083",delivery_problem,85.0,2
1134,@AmazonHelp I did not opt for any such options. Why did my order delay? Order# 407-8248571-8536341 via amazon.in (2/2),order_status,80.0,1
1135,"@AmazonHelp My shipping status is not updating, the last update was 2 days ago, the order is still in Italy but the delivery day is tomorrow",order_status,80.0,1
1136,"@115851 
Hello sir
Very bad service deliver by Amazon like I was purchase DSLR camera but they did not gave me product 
Rakesh
9999213083",delivery_problem,90.0,2
1137,"@115821 @AmazonHelp hi I need to disable my Dash buttons because someone keeps pressing them, but I can’t find accurate info online on how",app_or_site_technical,70.0,
1138,@115821 whats the point of having a prime account and using 2-day shipping if the shipping still takes 4-6 days?,delivery_problem,85.0,2
1139,"Usual @115830 delivery, Parcel left depot 5miles away at 2pm and they tried to deliver at my place of work @ 6pm when we’d all gone. https://t.co/w0IVzQmgwK",delivery_problem,90.0,2
