conv_id,text,predicted_intent,confidence,intent_id,n_grounding_examples,top_similarity,escalate,escalate_reason,draft_reply
1112,@AmazonHelp So Echo is coming to India. Any idea when the app will be available on the App Store?,digital_content,75.0,9.0,3,0.6560695570526751,False,"confident intent, not high-stakes, strong historical match found","We appreciate your excitement! Unfortunately, we do not have specific launch dates. Please stay tuned for updates. ^KS"
1113,@115821 same day shipping did not happen yesterday. Ordered a must need Blu phone. Got message after sameday confirmation no go. 3 more days,delivery_problem,85.0,2.0,3,0.6184003000351155,False,"confident intent, not high-stakes, strong historical match found",I'm sorry your same day delivery didn't occur as expected. Please contact our support team so we can assist you. ^SK
1114,"12"" x 12"" x 18"" box wrapped in plastic, filled w/foam peanuts, bubble wrapped. 2 coffee cups. @115821 #fail https://t.co/4M0Sbo7atG",product_defect,70.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,
1115,"@115821 Your ""Chat"" representatives are disgraceful!",general_feedback_or_praise,75.0,11.0,3,0.5956789219620537,False,"confident intent, not high-stakes, strong historical match found",I apologize for your negative experience with customer service. Please share more details so we can help you effectively. ^YP
1116,@115850 Hi I am trying to upload JPEG file for my photo id proof. The upload is not going through I select a JPEG file to upload it is just showing the spinner gif indicating it is uploading but upload is not going through at all,app_or_site_technical,80.0,8.0,3,0.41200449425372415,False,"confident intent, not high-stakes, strong historical match found",I'm sorry to hear about the upload issue. Please report this to our support team for further assistance: https://t.co/vlvfJr4nN9 ^HN
1117,"@115850 any problem at Hyderabad, Telangana courier facility??",other,60.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,
1118,@AmazonHelp So not only has the parcel due yesterday still not turned up but my parcel due today hasn't either. Seriously pissed off😡😡😡😡😡,delivery_problem,90.0,2.0,3,0.7045147399192876,False,"confident intent, not high-stakes, strong historical match found",I'm sorry for the inconvenience with your parcels! Please reach out to us here: https://t.co/JzP7hlA23B so we can help. ^AH
1119,@115830 we had our parcel picked up today but haven't received any confirmation? When will we?,order_status,75.0,1.0,3,0.6622278415037822,False,"confident intent, not high-stakes, strong historical match found",I understand your concern. Please check your email for a confirmation or contact us directly here for assistance. ^TG
1120,@115850. Amazon can you please help me with some discount coupons?,other,50.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,
1121,@115821 #Amazon why did CSR rep MAX get agitated when questioned about discrepancies re:shipping count down clock? Earning xtra$on shipping?,general_feedback_or_praise,70.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,
1122,"My kindle fire won’t turn on! It was working yesterday! Already plugged in for more than 30mins, and did hard reset. Still no luck 💔 #amazon",product_defect,85.0,6.0,3,0.5814529111879735,False,"confident intent, not high-stakes, strong historical match found",Sorry to hear your Kindle Fire isn't turning on. Please try these troubleshooting steps: https://t.co/09DRlZDqhA and let us know how it goes! ^JJ
1123,@115821 @AmazonHelp is this what I pay for in delivery and shipping? My packages to be tossed at my door? https://t.co/B86etPsqRZ,delivery_problem,90.0,2.0,3,0.6561103483287504,False,"confident intent, not high-stakes, strong historical match found",We're sorry to see your package delivered in such condition. Please reach out to us via DM so we can look into this for you. ^ZW
1124,"@115830 Just had a delivery attempted email. 1) I am in, next to the door 2) it will fit through the letterbox. Your driver didn’t come!",delivery_problem,90.0,2.0,3,0.7043613176313692,False,"confident intent, not high-stakes, strong historical match found",I'm sorry for the confusion with your delivery! Please contact us here: https://t.co/JzP7hlA23B so we can investigate this further. ^TM
1125,".@116316 is taking a week to ship the new #HarryPotterIllustrated to me, even though it’s already available in book shops? WHY 😫",order_status,65.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,
1126,@115850  is this true ???? https://t.co/nrDZOTGqAd,other,50.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,
1127,"So @115850 is taking a month's time to deliver its Echo smarts. All said, that 30% discount is too good an offer to be overlooked 🙈🙈🙈 https://t.co/P18uCNatk8",order_status,70.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,
1128,"@AmazonHelp Hi, logged on to firestick, can I also log on to mobile app at same time? Get this error msg https://t.co/qZE0dIVqQi",app_or_site_technical,80.0,8.0,3,0.6155823154935177,False,"confident intent, not high-stakes, strong historical match found","For account access issues, try logging out of the Firestick and the mobile app before logging back in. If you're still having trouble, DM us for more help! ^GL"
1129,"2/2
Smart move: always underpromises and over delivers.
A shipment promised on 7th got delivered today.
@115850 provides ideal service",general_feedback_or_praise,75.0,11.0,3,0.5537756482740531,False,"confident intent, not high-stakes, strong historical match found",Thanks for sharing your positive experience! We're thrilled to hear that everything went smoothly. 😊 ^RS
1130,@AmazonHelp Thanks! The issue is resolved. I was able to place my order.,general_feedback_or_praise,80.0,11.0,3,0.6771915216775467,False,"confident intent, not high-stakes, strong historical match found","Glad to hear your issue is resolved! If you need further assistance, feel free to reach out. ^JJ"
1131,"@AmazonHelp I've been trying for the past few days to reinstate my prime membership, but it's still telling me there's an error. Help?",subscription_membership,80.0,10.0,3,0.6947477339176276,False,"confident intent, not high-stakes, strong historical match found",I'm sorry for the trouble with your Prime membership. Please contact us here: https://t.co/JzP7hlA23B for assistance. ^AH
1132,@115850 100% Cashback and iPhone8 offer on recharge is App only offer or website offer also,other,50.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,
1133,"@115821 
Hi this is Rakesh and feeling very bad with Amazon service 
They deliver me vacant box and treated me as fraud
Rakesh
9999213083",delivery_problem,85.0,2.0,3,0.7336790296156571,False,"confident intent, not high-stakes, strong historical match found",I'm sorry to hear about this experience. Please share your order details here: https://t.co/GIJyeY99fq so we can help you out. ^SG
1134,@AmazonHelp I did not opt for any such options. Why did my order delay? Order# 407-8248571-8536341 via amazon.in (2/2),order_status,80.0,1.0,3,0.6778474914511581,False,"confident intent, not high-stakes, strong historical match found",We're sorry for any confusion regarding your order delay. Please DM us for help resolving this issue. ^NR
1135,"@AmazonHelp My shipping status is not updating, the last update was 2 days ago, the order is still in Italy but the delivery day is tomorrow",order_status,80.0,1.0,3,0.6678253591195945,False,"confident intent, not high-stakes, strong historical match found",I understand the frustration with the shipping status. Please DM us for assistance in tracking your order. ^NK
1136,"@115851 
Hello sir
Very bad service deliver by Amazon like I was purchase DSLR camera but they did not gave me product 
Rakesh
9999213083",delivery_problem,90.0,2.0,3,0.7336790296156571,False,"confident intent, not high-stakes, strong historical match found",I'm truly sorry for the delivery issues you've faced. Please fill out this form: https://t.co/beaaDm0muc so we can assist you further. ^RS
1137,"@115821 @AmazonHelp hi I need to disable my Dash buttons because someone keeps pressing them, but I can’t find accurate info online on how",app_or_site_technical,70.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,
1138,@115821 whats the point of having a prime account and using 2-day shipping if the shipping still takes 4-6 days?,delivery_problem,85.0,2.0,3,0.7582873009692878,False,"confident intent, not high-stakes, strong historical match found","I understand your concern regarding delivery times. Please DM us with your order details, and we’ll look into it. ^CR"
1139,"Usual @115830 delivery, Parcel left depot 5miles away at 2pm and they tried to deliver at my place of work @ 6pm when we’d all gone. https://t.co/w0IVzQmgwK",delivery_problem,90.0,2.0,3,0.6395422721397389,False,"confident intent, not high-stakes, strong historical match found",I'm sorry to hear about the delivery experience. Please provide more details so we can assist you further: https://t.co/JzP7hlA23B. ^TD
1140,"@AmazonHelp Dude ! I think you have no empathy!Maybe you should get a 30% cut in your salary for trusting the company, who knows if you are getting paid",general_feedback_or_praise,75.0,11.0,3,0.562846566760015,False,"confident intent, not high-stakes, strong historical match found","I’m sorry to hear you’re feeling this way. Please let us know how we can assist you better, and we’ll do our best to help! ^DD"
1141,#Samsung #Amazon very disappointed from the service. Received a damaged product. Called customer care so many times but no answer from them.,product_defect,90.0,6.0,3,0.6605218221853374,False,"confident intent, not high-stakes, strong historical match found",I'm really sorry to hear about your issue with the damaged product. Please share your details here: https://t.co/R3EfhzgU8B so we can help. ^GS
1142,"Superb service brought down my pathetic courier like ecom. Fake tracking info just to clear backlog @115850 order ID 
406-9943208-5906764",general_feedback_or_praise,70.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,
1143,Im literally contemplating losing money just so i dont have to deal with this bullshit @115821,general_feedback_or_praise,65.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,
1144,@AmazonHelp waited ages for my verification code email but nothing. Not in my junk folder. Hitting resend does nothing. Help!?,account_access,80.0,7.0,3,0.5808784140400702,True,high-stakes intent ('account_access') always routed to a human,"I apologize for the delay in receiving your verification code. Please check your spam folder again and if you're still not receiving it, DM us for further assistance! ^WJ"
1145,@115830 not happy been let down by amazon prime delivery,delivery_problem,85.0,2.0,3,0.6984363930134991,False,"confident intent, not high-stakes, strong historical match found",Sorry to hear about your concerns with Prime delivery! Please DM us with more details so we can help resolve this for you. ^HN
1146,@AmazonHelp This was work purchase w/ work credit card &amp; now I'm told I have to wait up to 24 hrs for a call back to reactivate! (2) https://t.co/KUvSUSh7Zb,account_access,75.0,7.0,3,0.5993059867778951,True,high-stakes intent ('account_access') always routed to a human,I'm sorry for the wait regarding your work account. Could you please DM us with the details and we'll assist you promptly? ^JJ
1147,"@115850 There's smthing vry wrong with this price.
Washing machine costs 300lak Rs
Kind of bug or smthing #AmazonGreatIndianFestival https://t.co/u48KJ9xge3",billing_or_payment,70.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,
1148,@115850  why your investigation team is slow?. Your CAP team doesn't provide the solution. totally waste of time.,general_feedback_or_praise,75.0,11.0,3,0.506808074784592,False,"confident intent, not high-stakes, strong historical match found",I understand your frustration with the investigation process. Could you please provide more details in a DM so we can assist you better? ^OS
1149,@115821 i will order Philips trimmer and got my order today but the box is empty. How could this possible feeling upset @19915,product_defect,85.0,6.0,3,0.6728261694837497,False,"confident intent, not high-stakes, strong historical match found",I'm sorry to hear about the empty box! Please contact our support here for a replacement: https://t.co/3yqvLnyTxi. ^HT
1150,@AmazonHelp maybe consider your packing for an SD card. I had it delivered to home because I assumed it would easily fit through letterbox! https://t.co/5AMjs4RFQO,delivery_problem,85.0,2.0,3,0.6219576954220488,False,"confident intent, not high-stakes, strong historical match found",I apologize for the inconvenience with your delivery! Please reach out to us via Phone or Chat for assistance: https://t.co/JzP7hlA23B. ^FR
1151,"@AmazonHelp Hi, can Alexa control Spotify on the Fire tv or just via echo ? When I go to the Alexa app It states app support unavailable",app_or_site_technical,75.0,8.0,3,0.6398750341122994,False,"confident intent, not high-stakes, strong historical match found",It sounds like there may be a limitation with Spotify on your device. Could you DM us with more info about your setup? ^AG
1152,@AmazonHelp thank you.. I have got return request approved.,refund_or_return,80.0,3.0,3,0.6980685244753643,False,"confident intent, not high-stakes, strong historical match found","Glad to hear your return request is approved! If you need further assistance, we're here to help. ^MB"
1153,@115833 im saddened to find out that my alexa doesnt give me a fact of the day anymore. I miss her sweet tidbits. I need her. I LOVE her,general_feedback_or_praise,70.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,
1154,Hi @AmazonHelp what do I do about this broken wire. Can you help https://t.co/FArGLhTJ3J,product_defect,85.0,6.0,3,0.5665957813943662,False,"confident intent, not high-stakes, strong historical match found",I'm sorry to hear about the broken wire! Please reach out to the seller or manufacturer for further assistance with this issue. ^SP
1155,@AmazonHelp After reading T&amp;C have twisted. Can u give the cause of link. Thanks,other,60.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,
1156,@115850 what kind of deal is it? Regular price 699. Price in lightening deal 709?? https://t.co/TPe226VsUO,other,55.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,
1157,"@117093 NYC consistently unable to fulfill 10-noon deliveries. Then they just ""throw the food out"". In a city with so many hungry kids.",delivery_problem,90.0,2.0,3,0.5341313449326808,False,"confident intent, not high-stakes, strong historical match found",I understand your concern regarding food deliveries. Please share more details via DM so we can look into this for you. ^AR
1158,Hey @115830 please pay my seller funds which has been held for over 115 days! __email__ https://t.co/YlejsGxYRo,other,65.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,
1159,@119625 When to expect Bareilly ki Barfi on Prime ?,digital_content,70.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,
1160,@AmazonHelp came home to this just left on my doorstep... good thing I live in a safe neighbourhood https://t.co/XcfNFSDDAf,delivery_problem,85.0,2.0,3,0.6841929007967837,False,"confident intent, not high-stakes, strong historical match found",I'm sorry about the delivery situation! Please share your feedback here: https://t.co/JzP7hlA23B so we can improve. ^JZ
1161,"Hey @115821 why does it say my package was delivered yesterday (the day it was ""guaranteed"" by) when it wasn't?",delivery_problem,90.0,2.0,3,0.8371335130571023,False,"confident intent, not high-stakes, strong historical match found",Sorry to hear about your package! It may still arrive later in the day; check for any delivery updates. Let us know if it doesn't arrive! ^JD
1162,@117634 Can you help? How do I delete books I've read? If I keep my finer on a boom it just gives me this tick. https://t.co/YQhU8xyr8V,app_or_site_technical,80.0,8.0,3,0.4822012048361279,False,"confident intent, not high-stakes, strong historical match found","To manage your books on Kindle, try refreshing the app or your device. If you still need help, please DM us! ^KM"
1163,Tweet @amazonhelp for assistance. They respond in 5 mins. I do what they say. Someone from Amazon calls in less than 10 mins. Sorted. WOW! 😃,general_feedback_or_praise,75.0,11.0,3,0.6527122745749686,False,"confident intent, not high-stakes, strong historical match found",Thanks for the positive feedback! We're glad to hear we could assist you quickly. ^JJ
1164,@AmazonHelp Alexa keeps saying that amazon music is not configured for the device does she mean the Dot or the Sonos? 🤔 she is being a pain!,app_or_site_technical,80.0,8.0,3,0.6845823103689552,False,"confident intent, not high-stakes, strong historical match found",Let's troubleshoot together! Please DM us with your device details so we can help with the Amazon Music configuration. ^GG
1165,Hey @116618 why can’t I stream in hd with over 12mbs down and the settings for quality on best?,app_or_site_technical,70.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,
1166,"@116316 Please help! My Account has been blocked, I've already sent the fax you asked. Need to know if everything is OK!",account_access,75.0,7.0,3,0.6284466512261763,True,high-stakes intent ('account_access') always routed to a human,I’m sorry for the inconvenience! Please check your email for updates about your fax. You can also DM us for further assistance. ^BH
1167,@AmazonHelp two different prices. Is that to lure customers to click and then charge them extra. https://t.co/d5pWSA0fG5,billing_or_payment,70.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,
1168,@115850 why advertise so much if you do not want to exchange??😑 https://t.co/ZxeuKPxwKf,delivery_problem,75.0,2.0,3,0.44257789358707145,False,"confident intent, not high-stakes, strong historical match found",I'm sorry for the confusion! Could you please reach out to our support team for assistance with your exchange request? ^CB
1169,@115830 once again Amazon logistics fail to turn up and pretend I am not in. Disgraceful - do I need to email the MD again?,delivery_problem,90.0,2.0,3,0.6064434273760884,False,"confident intent, not high-stakes, strong historical match found",I understand your frustration. Please DM us your details so we can help resolve the delivery issue you've experienced. ^LB
1170,@115833 I have been unable to activate the call function on my Amazon Alexa App. It won't accept my UK mobile number. Can you advise? Thanks,app_or_site_technical,80.0,8.0,3,0.7227567393752535,False,"confident intent, not high-stakes, strong historical match found","I apologize for the trouble. Have you tried reinstalling the app? If the issue persists, please send us a screenshot of the error via DM. ^CO"
1171,Waste of a tree surely @115830 I missed this yesterday and had to stay in all day today! Could of stuck it in a envelope and posted it! https://t.co/QEZLFCBC2H,general_feedback_or_praise,65.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,
1172,"@AmazonHelp Please fix your issues. If I'm losing money, you're losing money.",general_feedback_or_praise,70.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,
1173,All I want to do is sit and chill and read @158493  book but @115830 have delayed the delivery until apparently Tuesday #angry,delivery_problem,85.0,2.0,3,0.6213320317952289,False,"confident intent, not high-stakes, strong historical match found",I'm sorry to hear about the delay! Please check with the seller about your order status here: https://t.co/ONlANRfiT1. ^RA
1174,"@AmazonHelp Does an Amazon account valid worldwide? I had one &amp; was using it in India, can I use the same in Germany or in the US?",account_access,70.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,
1175,"Worst experience with #AmazonIndia 
Don't care for customers,",general_feedback_or_praise,80.0,11.0,3,0.648454340312334,False,"confident intent, not high-stakes, strong historical match found",I'm sorry to hear about your experience. Could you please share more details about the issue so we can assist you better? ^HK
1176,"Yo, @115821 ... what is this?! HAHAHA. I'm on the floor rn😂😂Was this size box really necessary for this book? https://t.co/9HOt6bOTXf",general_feedback_or_praise,70.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,
1177,I preordered my illustrated edition of the Prisoner of Azkaban on Amazon and it hasn't arrived yet even though it was meant for Monday! 😭😭😭,order_status,85.0,1.0,3,0.7166306181528518,False,"confident intent, not high-stakes, strong historical match found",I'm sorry your pre-order hasn't arrived yet. Can you confirm the expected delivery date from your order details? ^NV
1178,@115850 not accept #UnionBank_Rupay Debit card #LOL but they have option to pay from all #Rupaycards @AmazonHelp https://t.co/GtpVQHRrxa,billing_or_payment,75.0,5.0,3,0.6097452657657819,True,high-stakes intent ('billing_or_payment') always routed to a human,That sounds frustrating! Please report this issue to our support team here: https://t.co/R3EfhzgU8B for further assistance. ^CB
1179,@115821 🗣 stop offering same day shipping if you can’t commit to it 🙄,general_feedback_or_praise,75.0,11.0,3,0.5841388287847085,False,"confident intent, not high-stakes, strong historical match found",I'm sorry to hear about the shipping delay! Can you let us know if you have a specific order in mind that missed its delivery date? ^DD
1180,"One of my biggest problems with TNF is that I never know what channel it's on. CBS, NBC, NFLN, Amazon, Twitter, Facebook? Idk",other,50.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,
1181,.@3375 Package arrived not by ringing bell but throwing package over fence in to mud in yard. @115821 this is what we pay for?,delivery_problem,90.0,2.0,3,0.5947529353811236,False,"confident intent, not high-stakes, strong historical match found",I apologize for the improper delivery. Can you please confirm which carrier delivered your package? ^NC
1182,"@116439   Hi, Any idea why Game Pass Europe not working on my Fire TV ..?  Loads ok , but wont play .",digital_content,70.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,
1183,My Amazon order said it was out for delivery at 1pm and still isn't here... What time do they deliver to?,order_status,85.0,1.0,3,0.7031490802829208,False,"confident intent, not high-stakes, strong historical match found",Our deliveries can arrive until 21:00. Please let us know if your package doesn’t arrive by then! ^ME
1184,@115821 was the biggest box you have really necessary? https://t.co/spgW1LXsVj,general_feedback_or_praise,65.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,
1185,The one night its freezing cold and @115830 doesn't deliver my new heated blanket on time. #WhyDoIPayForPrime #amazonprime,delivery_problem,90.0,2.0,3,0.6509553640835061,False,"confident intent, not high-stakes, strong historical match found",I’m sorry for the delay! Please report the issue here: https://t.co/JzP7hlA23B so we can assist you further. ^RS
1186,@115830 why always so much packaging? 😢 https://t.co/k3HCMOVCTC,general_feedback_or_praise,70.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,
1187,"Damnit @115821, you got me again. I really going to cancel #prime this time. https://t.co/WFUVyblhaa",cancellation_or_change,60.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,
1188,"@AmazonHelp just got an email that you guys changed an email for one of my accounts, which I didn’t put the request in for Someone hacked it",account_access,85.0,7.0,3,0.7808973649156328,True,high-stakes intent ('account_access') always routed to a human,I'm really sorry to hear that! Please report this problem to us directly through this link: https://t.co/jzvkhdlrK5 for immediate assistance. ^ST
1189,Thanks amazon for putting my parcel in the bottom of an empty recycle bin,delivery_problem,90.0,2.0,3,0.5949715625027638,False,"confident intent, not high-stakes, strong historical match found",I apologize for the delivery mishap! Please report this to us here: https://t.co/JzP7hlA23B and we’ll assist you further. ^TG
1190,Frikkin FINALLY @118617 although. @115821 could have used less packaging but I digress https://t.co/BFbRAMBDE7,general_feedback_or_praise,65.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,
1191,"@AmazonHelp I got notification that ASIN: B00006LELP was removed because it is a ""card skimming device."" It's not. You should look it up.",other,70.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,
1192,"@AmazonHelp , kindly help me with my order no 407-9816598-3617941",order_status,75.0,1.0,3,0.8031653875358268,False,"confident intent, not high-stakes, strong historical match found","Since this is order-specific, please check this link for assistance with your order: https://t.co/GIJyeYqKE0. ^VN"
1193,"@115830 apparently you ""tried"" delivering my parcel today but failed? Why? I've been in alday waiting for it and need it by tomorrow 1pm!!",delivery_problem,90.0,2.0,3,0.6890999898712722,False,"confident intent, not high-stakes, strong historical match found","I'm sorry for the missed delivery. Please check with your neighbors, and if you still need help, send us a DM with your order details. ^AT"
1194,Wow some bitch really stole my amazon package w/ a damn cat water bowl in it.,delivery_problem,85.0,2.0,3,0.6016538391449214,False,"confident intent, not high-stakes, strong historical match found",Oh no! I'm sorry to hear that your package was taken. Please let us know if you want to reach out to customer service for further assistance here: https://t.co/hApLpMlfHN ^DH
1195,@AmazonHelp why can’t I transfer a book to my iPhone Kindle App? My other devices are enabled. But not my iPhone.,digital_content,80.0,9.0,3,0.5512073959702565,False,"confident intent, not high-stakes, strong historical match found","I'm sorry to hear you're having trouble with your Kindle app. To assist you better, could you provide the details regarding any error messages you're seeing? ^JS"
1196,"@AmazonHelp how do I go about sorting out a missing item when the seller ""has a problem with their emails"" and hasn't responded at all?",delivery_problem,90.0,2.0,3,0.6797315463726774,False,"confident intent, not high-stakes, strong historical match found",I’m sorry to hear about the seller's lack of response. You can submit a claim for the missing item here: https://t.co/FjiCD5XSEp ^CR
1197,i ordered this hardcore korean pore mask/peel thing from amazon like TWO MONTHS AGO and it’s still not here wtf,order_status,90.0,1.0,3,0.5207182005873806,False,"confident intent, not high-stakes, strong historical match found",I understand your frustration! Let’s check on the status. What does the latest tracking show for your order? ^VS
1198,Hey @115850 do you give sponsorships to college fests?,other,50.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,
1199,"pathetic delivery service of @115850 , wasted entire day waiting for my @132994 #OnePlus5 ,didnt get delivered despite paying same-day",delivery_problem,90.0,2.0,3,0.6875515641386104,False,"confident intent, not high-stakes, strong historical match found","I'm sorry for the inconvenience! Please share your order details with us here: https://t.co/GIJyeYqKE0, and we'll help resolve this. ^CB"
1200,Wait why does @115821 offer “One day shipping” if it doesn’t actually come in 1 day and instead comes in 2 days. 🤔,app_or_site_technical,80.0,8.0,3,0.43664241376771445,False,"confident intent, not high-stakes, strong historical match found",I understand your frustration about the shipping time. Please contact us here: https://t.co/qWSC0jKBRG so we can assist you further. ^CV
1201,My Netflix app on my amazon fire stick keeps closing unexpectedly.  It's driving me insane!! 💀,app_or_site_technical,85.0,8.0,3,0.5738458759959175,False,"confident intent, not high-stakes, strong historical match found",I'm sorry you're having trouble with the Netflix app. Can you tell us which device you're using and if you’ve tried troubleshooting steps? ^AH
1202,Jfc @115821 why dont your standard delivery drivers get gps tracking like the @117795 ones?,delivery_problem,75.0,2.0,3,0.6015782094493032,False,"confident intent, not high-stakes, strong historical match found",I understand your frustration! Please reach out to our support team here: https://t.co/JzP7hlA23B so we can address your concerns. ^JF
1203,"i stg, my dress from @115821 better come in tomorrow...",order_status,80.0,1.0,3,0.5144648725887961,False,"confident intent, not high-stakes, strong historical match found",I understand the anticipation for your order! Can you share what the latest tracking information shows? ^CL
1204,Huge thank you to Nina on customer service @120474 - she was super kind &amp; helpful &amp; sorted my missing tix for #mickyflanagan 2nite!,general_feedback_or_praise,90.0,11.0,3,0.5430427018625935,False,"confident intent, not high-stakes, strong historical match found",Thank you for the shoutout! We're glad to hear you had a good experience with customer service. 😊 ^NV
1205,Where’s my food @117093 ? It was suppose to be here a half an hour ago 😫,delivery_problem,90.0,2.0,3,0.5786377884769767,False,"confident intent, not high-stakes, strong historical match found",I'm sorry for the delay. Please provide your order details so we can assist you further: https://t.co/hApLpMlfHN ^KP
1206,"@AmazonHelp If delivery is free with Prime, why are there two different prices depending on whether I've logged in or not? https://t.co/SNBZnKiMAp",billing_or_payment,70.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,
1207,"@AmazonHelp I sent someone a gift card via mail / ups and they have not received it, even though it shows delivered.  Can you help?",delivery_problem,85.0,2.0,3,0.6741186525594242,False,"confident intent, not high-stakes, strong historical match found",I'm sorry to hear about the missing gift card. Please check this link for assistance: https://t.co/0b6AjQv76w. We can help further from there. ^BV
1208,Cool cool cool. @115821 amzl says they attempted to deliver my package but they didn't. LOVE IT. 😡@AmazonHelp,delivery_problem,90.0,2.0,3,0.6993383025038835,False,"confident intent, not high-stakes, strong historical match found",I’m sorry to hear about your delivery experience. Please contact us for more assistance here: https://t.co/hApLpMlfHN ^ZW
1209,Hey @115830 please pay my seller funds which has been held for over 115 days! __email__ https://t.co/THaojJGRGC,other,60.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,
1210,"@AmazonHelp Preordered a Sony XZ1 Compact on Thursday 28/9 (AmazonUK), ETA tomorrow and yet to ship. Chat support very polite but useless.",order_status,85.0,1.0,3,0.5476858761854575,False,"confident intent, not high-stakes, strong historical match found","I'm sorry for the delay with your preorder. Please contact us here: https://t.co/JzP7hlA23B, and we'll be happy to assist you further. ^LB"
1211,"#Amazon #AmazonIndia  #AmazonGreatIndianFestival 
I hate amazon  0.__credit_card__",billing_or_payment,75.0,5.0,3,0.6116585894548404,True,high-stakes intent ('billing_or_payment') always routed to a human,I'm sorry to hear you're having issues. Please reach out to our support team here: https://t.co/hApLpMlfHN for further help. ^AS
1212,@115821 how are we meant to contact you? There's no email or phone number online,other,50.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,
1213,@115830 can you look into this please? Ordered in May and still not here! Thanks. https://t.co/qBXXeboFjX,order_status,80.0,1.0,3,0.7084920117994024,False,"confident intent, not high-stakes, strong historical match found","I’m sorry for the delay with your order! Please check your order status here: https://t.co/vlvfJr4nN9, and let us know if you need further assistance. ^MJ"
1214,@117795 will I be able watch Thursday night football on prime if I live in Massachusetts,digital_content,60.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,
1215,@AmazonHelp apparently my package hasn’t been handed over to usps yet... it was supposed to arrive to me yesterday...,delivery_problem,90.0,2.0,3,0.730560364509983,False,"confident intent, not high-stakes, strong historical match found",I'm sorry to hear about the delay! Please check the tracking details for your order and let us know how we can assist further. ^SD
1216,#amazon have just 25 minuets to deliver my same day parcel will it fail again like yesterday #epicfail,delivery_problem,85.0,2.0,3,0.6337410416700696,False,"confident intent, not high-stakes, strong historical match found",I’m sorry for the inconvenience. Could you please provide the original expected delivery date? ^LB
1217,@115821 https://t.co/Ho61KRsrIm has lost site of what matters - the Customer.  Their own driver delivery service is completely unreliable. https://t.co/xoacCFbPzB,delivery_problem,90.0,2.0,3,0.6607695005380774,False,"confident intent, not high-stakes, strong historical match found",I’m sorry to hear about your experience! Please reach out to us here: https://t.co/JzP7hlA23B so we can assist. ^TR
1218,"Sometimes,refunding the money doesn't solve the problem. It's all about the need.Wastage of time #406-5454364-0037135
@115850 @AmazonHelp",refund_or_return,80.0,3.0,3,0.5844724657630085,False,"confident intent, not high-stakes, strong historical match found","I'm sorry to hear you're having trouble. Please share your details here: https://t.co/JzRdscmdH9, and I'll assist you with your refund. ^AK"
1219,@115821 I preordered a digital game and now I wanna cancel it but there's no option to cancel. Help?,cancellation_or_change,80.0,4.0,3,0.7520839114822904,False,"confident intent, not high-stakes, strong historical match found",I’m sorry for the trouble with your pre-order! Please reach out to us here: https://t.co/hApLpMlfHN for help with cancellation. ^JM
1220,Another brilliant @115821 packing job. https://t.co/P6sbmr1xAJ,general_feedback_or_praise,60.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,
1221,@119625 get season two of This is us na,other,55.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,
1222,@115850 While i added Axe signature In cart it was 167 nd when i placed the order i seen it was 191 Need My Refund,refund_or_return,85.0,3.0,3,0.5803816537964605,False,"confident intent, not high-stakes, strong historical match found",I'm sorry for the discrepancy. Please reach out to us here: https://t.co/JzRdscmdH9 so we can look into the pricing issue. ^GK
