conv_id,text,predicted_intent,confidence,intent_id,n_grounding_examples,top_similarity,escalate,escalate_reason,draft_reply,gold_intent,gold_escalate
3588,"Well hidden @115821 I've been out all day and this got delivered in a ""safe place"" around 2pm 🙃 surprised someone hasn't stolen it! https://t.co/Ci3fbmNODL",delivery_problem,80.0,2.0,3,0.6443466226381518,False,"confident intent, not high-stakes, strong historical match found","I'm really sorry to hear your package was left visible! Please DM us with the details, and we can address this with the delivery team. ^AM",delivery_problem,False
3517,@115850 its been almost 45 mins. since I added money on my Amazon Pay. But Amazon Pay is not showing the amount. Only 10 mins 2 go 4 sale😢,billing_or_payment,75.0,5.0,3,0.684999705687837,True,high-stakes intent ('billing_or_payment') always routed to a human,"@115850 I'm sorry for the delay in your Amazon Pay. Please check back in a little while, and if it doesn't resolve, reach out for assistance. ^HA",billing_or_payment,True
4902,Thanks @115850 quick delivery&amp; best price. Bookmarks are major missing.#Readingmode #literature #booklove https://t.co/BBPFphR4D3,general_feedback_or_praise,80.0,11.0,3,0.5254187345414485,False,"confident intent, not high-stakes, strong historical match found",Thanks for your feedback! We're glad you enjoyed the quick delivery. Let us know if you need anything else! ^CD,general_feedback_or_praise,False
591,Well crap. Just accidentally tapped one-click purchase on an ebook thru @115821 whilst dropping my phone. Can't find a way to cancel! Argh!,cancellation_or_change,75.0,4.0,3,0.5405003283923462,False,"confident intent, not high-stakes, strong historical match found","@AmazonHelp I understand how frustrating that can be! If the order hasn't shipped yet, please let us know, and we can help you with options. ^KJ",cancellation_or_change,False
3309,@115850 When does the cash back gets credited in my Pay balance??,billing_or_payment,60.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,,billing_or_payment,True
3126,@115821 @118919 @115850 got the invite ; planning to guy the bot; quick question- I already have prime membership; will it extend,subscription_membership,70.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,,subscription_membership,False
1858,My product is of seller of amazon and the seller is not contacting me. This is amazon fault.@115821,refund_or_return,70.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,,general_feedback_or_praise,False
4099,"@AmazonHelp Yes, and it's a 3 day delivery instead of 2 days. I am a prime member and expect prime shipping.",subscription_membership,80.0,10.0,3,0.5540089732205388,False,"confident intent, not high-stakes, strong historical match found","I understand your concern about the delivery. Please DM us with your order details, and we'll check on it. ^SB",subscription_membership,False
2759,@115850  i have tried to call you 10 times . My order hasnt reached me but it says delivered. ? cn u pls call me,delivery_problem,90.0,2.0,3,0.6922270511054344,False,"confident intent, not high-stakes, strong historical match found","@115850 I’m sorry about your order situation. Please reach out to us here: https://t.co/vlvfJr4nN9, and we'll look into this for you. ^MA",delivery_problem,False
258,@AmazonHelp you already has prepaid recharge option in Amazon pay India please add mobile bill payment option too. Thanks in advance,app_or_site_technical,70.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,,app_or_site_technical,False
4711,"@AmazonHelp Just seen on The Exorcist, but all episodes I've seen so far (01-05).",digital_content,60.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,,digital_content,True
3027,So I guess @AmazonHelp just allows the email thats associated with your account to be changed without so much as an email confirming this,account_access,70.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,,account_access,True
2969,@115821 Why am I paying for Prime Membership when you consistently break your “Guaranteed delivery” shipments🤔 📦☹️👎🏾 https://t.co/9BBw8jWvub,subscription_membership,70.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,,subscription_membership,False
4345,"@115821 getting on my last nerve taking money from me whenever they please , 👌🏼this close to losing my shit",billing_or_payment,70.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,,billing_or_payment,True
4435,@115821 #Fail to meet guaranteed delivery date AGAIN. 8:04PM is after 8PM. Rep says website design to blame. ?? #CustomerService https://t.co/y1GIBHeVDx,delivery_problem,90.0,2.0,3,0.7106382029537117,False,"confident intent, not high-stakes, strong historical match found",I’m sorry you’re experiencing this issue with delivery. Please report it here: https://t.co/T6y6Xlutbs so we can look into this further. ^VN,delivery_problem,False
4440,@115821 @AmazonHelp what do i do now??? https://t.co/vyXiQ9P4kM,other,50.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,,other,True
443,"@AmazonHelp I'm trying to cancel an order, but there is not option to edit order also I didn't receive a email regarding the order",cancellation_or_change,75.0,4.0,3,0.761389128768689,False,"confident intent, not high-stakes, strong historical match found",@AmazonHelp I understand your frustration with canceling the order. Please DM us so we can assist you with the cancellation process. ^ML,cancellation_or_change,False
3672,I'm waiting for amazon,product_defect,75.0,6.0,3,0.4660093796217806,False,"confident intent, not high-stakes, strong historical match found",I understand waiting can be frustrating! Please send us a direct message with your order details so we can assist you promptly. ^TW,other,True
4312,@AmazonHelp Been 20 mins cant get through your ivr system of calling even after pressing the numbers they say there is no input and hangs up,app_or_site_technical,80.0,8.0,3,0.5764470669994674,False,"confident intent, not high-stakes, strong historical match found","I understand your frustration! Please reach out to us using this link: https://t.co/xIcdaedBRk, and we'll assist you further. ^MH",app_or_site_technical,False
4615,"@115830 Still waiting for my Prime delivery at assigned locker - a day after when it should have arrived, who do I contact?",order_status,80.0,1.0,3,0.6817375159266251,False,"confident intent, not high-stakes, strong historical match found",I apologize for the delay with your Prime delivery. Please provide your order details in a DM so we can assist you. ^RS,order_status,False
2531,@AmazonHelp Hi. They just said they’d get back to me in 2 days - 7 days ago. I’ve emailed again. Thanks,account_access,75.0,7.0,3,0.572798420531882,True,high-stakes intent ('account_access') always routed to a human,I'm really sorry for the delay. Please contact our support team here: https://t.co/zYVX1Qi29G so we can assist you further. ^ZW,general_feedback_or_praise,True
2944,Currently receiving the worst customer service from @117795 @115821,general_feedback_or_praise,60.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,,general_feedback_or_praise,False
3912,@119625 any shows coming on prime video especially u.s tv shows as you are only adding mostly bollywood content not foreugn content,digital_content,75.0,9.0,3,0.546314458292996,False,"confident intent, not high-stakes, strong historical match found",We appreciate your feedback on content availability. Please stay tuned for updates on new additions to Prime Video. ^VN,digital_content,False
773,@116439 Can I use someone else's @116618 on my fire stick? @AmazonHelp,account_access,75.0,7.0,3,0.5467579168821328,True,high-stakes intent ('account_access') always routed to a human,"We're happy to help! To set up someone's account on your Fire Stick, please check these steps: https://t.co/PDhmlcy01g. ^CO",digital_content,False
1587,@115821 @115850 Danger Ahead. Someone's Phishing your customers!! Do something ASAP https://t.co/hbkJ6r0Xtt,account_access,90.0,7.0,3,0.6257782455902572,True,high-stakes intent ('account_access') always routed to a human,Thanks for alerting us! Please report the phishing email you received at this link: https://t.co/qNPj0rYRqT. ^CO,account_access,True
2967,"@AmazonHelp i mean i paid 15$ for shipping and it was suppose to be here yesterday, said delivered and everything. but i didnt get it. nice.",delivery_problem,85.0,2.0,3,0.6210245315359694,False,"confident intent, not high-stakes, strong historical match found",@AmazonHelp I’m sorry for the inconvenience! Please reach out via DM or call us using this link: https://t.co/hApLpMlfHN so we can assist you further. ^KP,delivery_problem,False
367,@AmazonHelp amazon chat isn’t up?,app_or_site_technical,70.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,,app_or_site_technical,False
2459,@115850 When is prime music releasing in India? For people who don’t use echo?,digital_content,60.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,,digital_content,False
1428,@116618 there is something terribly wrong with the sound here... #alieninvasion #ohno https://t.co/RWBgU1Dglr,digital_content,80.0,9.0,3,0.4959715108059463,False,"confident intent, not high-stakes, strong historical match found","I'm sorry to hear you're having sound issues! Please let us know what device you're using, and we can help troubleshoot. ^MB",digital_content,True
2558,I have called @115830 4 times and each time I am told the investigation is ongoing - seems to be no sense of urgency @AmazonHelp https://t.co/0XmYZdZ0S1,account_access,85.0,7.0,3,0.630279121574746,True,high-stakes intent ('account_access') always routed to a human,"I understand your frustration. Unfortunately, we cannot access account details here. Please follow up with our customer service directly for support. ^MJ",account_access,True
392,"@115821 @AmazonHelp Hey, you guys want to rush my shipping? All of my computer stuff from Newegg arrived and my Amazon stuff wont br here",order_status,75.0,1.0,3,0.6042781510069895,False,"confident intent, not high-stakes, strong historical match found","I’m sorry for the delay! Please DM us your order number, and we’ll check on the shipping status for you. ^CB",order_status,False
2499,@115830 who do I contact about a problem with a seller? I ordered &amp; paid for 100ml product and been sent 50ml. Seller ignoring all emails.,other,75.0,12.0,3,0.479843549502889,True,intent classified as 'other' - no defined resolution path,,refund_or_return,False
2343,@AmazonHelp I'm trying 2 order ebooks via my kindle &amp;it's not working.keeps saying it's taking longer to download &amp;cancels. internet is fine,digital_content,80.0,9.0,3,0.6044924911856581,False,"confident intent, not high-stakes, strong historical match found",Sorry to hear you’re having trouble with your Kindle! Please reach out via DM so we can help you troubleshoot further. ^AH,digital_content,False
4455,"@AmazonHelp If @123967 can't deliver packages, then don't use them.  They will only deliver if they can place package in a mailbox https://t.co/Q1oTwvx1mW",delivery_problem,80.0,2.0,3,0.6684855426593024,False,"confident intent, not high-stakes, strong historical match found",I understand your frustration. Please reach out to us here so we can assist you in ensuring your packages are delivered properly: https://t.co/hApLpMlfHN. ^KJ,delivery_problem,False
2625,@AmazonHelp Wht should I do the the above link I had already submit the form and still there is no call from your end facing very bad experience,other,60.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,,other,True
2236,@115850 Please Include ADD NOTE feature while checkout so that WE can recommend PREFERRED COURIER for better delivery experience #REQUEST,app_or_site_technical,70.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,,app_or_site_technical,False
3024,@AmazonHelp trying to add the gift card but there seems an issue. https://t.co/cZ3i8JQgSG,billing_or_payment,75.0,5.0,3,0.7118322102018708,True,high-stakes intent ('billing_or_payment') always routed to a human,I'm sorry to hear you're having trouble with the gift card. Please DM us so we can assist you with this issue.,billing_or_payment,True
2630,"@AmazonHelp @115850   Will leave my prime membership, since u r irresponsible, will never recommend this to anyone https://t.co/fDN4UPkN4H",subscription_membership,80.0,10.0,3,0.624282683482916,False,"confident intent, not high-stakes, strong historical match found",I'm really sorry to hear about your experience. Please contact our support team here: https://t.co/vlvfJr4nN9 so we can help with your Prime membership. ^HN,subscription_membership,False
2205,@AmazonHelp a amazon prime member..I am signed up for twitch prime and I have not got my legends past 2 weeks ..twitch won't help me,digital_content,70.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,,digital_content,False
2500,"@115850 just received my order. A very bad quality and bad performance mobile, how to return/cancell the order.",refund_or_return,80.0,3.0,3,0.65913475408929,False,"confident intent, not high-stakes, strong historical match found",@115850 I'm sorry you're not satisfied with your order. Please reach out here: https://t.co/GIJyeYqKE0 for assistance with returns. ^SG,refund_or_return,False
190,@115850 very very bed experience to my family,general_feedback_or_praise,70.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,,general_feedback_or_praise,False
2225,@AmazonHelp I would love to know why I’m paying for @115821 prime when items randomly don’t ship and/or get delivered to wrong addresses.,subscription_membership,70.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,,subscription_membership,False
4478,@115850 is the echo dot available in India first generation or second? If I already have a prime... Will the free subscription still work?,subscription_membership,70.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,,subscription_membership,False
24,Sick of #ecommerce #fraud. Lost all trusts on #AmazonIndia. Faced goof up from multiple times. U can't talk to their #helpline agent ever!,general_feedback_or_praise,80.0,11.0,3,0.6350242041991208,False,"confident intent, not high-stakes, strong historical match found",I apologize for the issues you've encountered. We'd like to address your concerns. Could you please share more details? ^SK,general_feedback_or_praise,False
1761,@115850 @115821 @AmazonHelp Prime membership is waste when guaranteed delivery doesnt works. Customer care has no answers. #Primefail,subscription_membership,70.0,,0,,True,intent unclear: Phase 2 classification confidence was below threshold,,subscription_membership,False
2397,@115830 I really don’t know why I pay for prime. Always an issue with delivery and the customer service is non existent. Might cancel.,cancellation_or_change,80.0,4.0,3,0.6513131547003357,False,"confident intent, not high-stakes, strong historical match found","Sorry to hear you're having issues with delivery. We value your feedback, and I recommend reaching out to us directly so we can assist you better. ^HC",cancellation_or_change,False
